ID,Value
31910823,"Administration, Intravenous"
31910823,Adult
31910823,Anti-N-Methyl-D-Aspartate Receptor Encephalitis
31910823,Antibodies
31910823,"Diagnosis, Differential"
31910823,Encephalitis
31910823,Female
31910823,Fever
31910823,Glucocorticoids
31910823,Hashimoto Disease
31910823,Humans
31910823,Immunotherapy
31910823,"Meningitis, Viral"
31910823,Methylprednisolone
31910823,Ovarian Neoplasms
31910823,Plasma Exchange
31910823,"Receptors, N-Methyl-D-Aspartate"
31910823,Seizures
31910823,Teratoma
31910823,Treatment Outcome
31911409,Adrenal Cortex Hormones
31911409,Antigen-Antibody Complex
31911409,Castleman Disease
31911409,Cyclophosphamide
31911409,"Diagnosis, Differential"
31911409,"Drug Therapy, Combination"
31911409,"Glomerulonephritis, Membranoproliferative"
31911409,"Herpesvirus 8, Human"
31911409,Humans
31911409,Immunologic Factors
31911409,Immunosuppressive Agents
31911409,Male
31911409,Middle Aged
31911409,Rituximab
31911412,Adult
31911412,"Diagnosis, Differential"
31911412,Humans
31911412,Hyponatremia
31911412,Male
31911412,Seizures
31911412,Sodium
31911559,Atrial Appendage
31911559,Atrial Fibrillation
31911559,Catheter Ablation
31911559,"Diagnosis, Differential"
31911559,"Echocardiography, Transesophageal"
31911559,Heart Diseases
31911559,Humans
31911559,Male
31911559,Middle Aged
31911559,Thrombosis
31911559,Video Recording
31911563,Adult
31911563,Coronary Angiography
31911563,Coronary Stenosis
31911563,"Diagnosis, Differential"
31911563,Dyspnea
31911563,Eisenmenger Complex
31911563,Electrocardiography
31911563,Female
31911563,Humans
31911563,Pulmonary Artery
31911563,Video Recording
31911568,Adult
31911568,Coronary Angiography
31911568,Coronary Vessel Anomalies
31911568,"Diagnosis, Differential"
31911568,Female
31911568,Heart Arrest
31911568,Humans
31911568,Percutaneous Coronary Intervention
31911568,Vascular Diseases
31911568,Video Recording
31912464,Gastrectomy
31912464,Humans
31912464,Laparoscopy
31912464,"Obesity, Morbid"
31912464,Ultrasonography
31912464,"Ultrasonography, Interventional"
31912868,Aged
31912868,"Biomarkers, Tumor"
31912868,Cell Differentiation
31912868,"Diagnosis, Differential"
31912868,Humans
31912868,Keratinocytes
31912868,Male
31912868,Middle Aged
31912868,"Neoplasms, Adnexal and Skin Appendage"
31912868,Skin Neoplasms
31913306,Angiogenesis Inhibitors
31913306,Bevacizumab
31913306,Diabetic Retinopathy
31913306,Female
31913306,Fluorescein Angiography
31913306,Humans
31913306,Macular Edema
31913306,Male
31913306,Middle Aged
31913306,Prognosis
31913306,Retina
31913306,Retrospective Studies
31913306,"Tomography, Optical Coherence"
31914016,17-alpha-Hydroxyprogesterone
31914016,"Administration, Intravenous"
31914016,"Adrenal Hyperplasia, Congenital"
31914016,Anti-Bacterial Agents
31914016,"Diagnosis, Differential"
31914016,Female
31914016,"Genitalia, Female"
31914016,Humans
31914016,Male
31914016,Middle Aged
31914016,Myelolipoma
31914016,Pelvic Inflammatory Disease
31914016,Positron Emission Tomography Computed Tomography
31914016,"Tomography, X-Ray Computed"
31914016,Treatment Outcome
31914047,Anticoagulants
31914047,Blood Transfusion
31914047,Child
31914047,"Colitis, Ulcerative"
31914047,Female
31914047,Humans
31914047,Intracranial Thrombosis
31914048,Aged
31914048,Antineoplastic Combined Chemotherapy Protocols
31914048,Castleman Disease
31914048,Female
31914048,Humans
31914048,"Lymphoma, T-Cell, Peripheral"
31914049,Anticoagulants
31914049,Asians
31914049,Drug Dosage Calculations
31914049,Heart Valve Prosthesis Implantation
31914049,Humans
31914049,Infant
31914049,International Normalized Ratio
31914049,Male
31914049,Mitral Valve
31914049,Point-of-Care Systems
31914049,Thromboembolism
31914050,"Antibiotics, Antineoplastic"
31914050,Choroidal Effusions
31914050,Chronic Disease
31914050,Glaucoma
31914050,Humans
31914050,Intraocular Pressure
31914050,Male
31914050,Middle Aged
31914050,Mitomycin
31914050,Ocular Hypotension
31914050,Phacoemulsification
31914050,Trabeculectomy
31914051,Adult
31914051,Cardiopulmonary Resuscitation
31914051,Electric Countershock
31914051,Electric Power Supplies
31914051,Extracorporeal Membrane Oxygenation
31914051,Heart-Assist Devices
31914051,Humans
31914051,Male
31914051,Out-of-Hospital Cardiac Arrest
31914051,Ventricular Fibrillation
31914053,Autism Spectrum Disorder
31914053,Bumetanide
31914053,"Child, Preschool"
31914053,Dietary Supplements
31914053,Female
31914053,Humans
31914053,Vitamin D
31914065,Aged
31914065,"Aged, 80 and over"
31914065,Bone Cements
31914065,Female
31914065,Humans
31914065,Lumbar Vertebrae
31914065,Polymethyl Methacrylate
31914065,Reoperation
31914065,Retrospective Studies
31914065,Spinal Fusion
31914067,Anastrozole
31914067,Breast Neoplasms
31914067,Cryptococcosis
31914067,Female
31914067,Humans
31914067,"Lung Diseases, Fungal"
31914067,Middle Aged
31914068,Aged
31914068,"Antineoplastic Agents, Alkylating"
31914068,Humans
31914068,Liposarcoma
31914068,Male
31914068,Neoplasm Metastasis
31914068,Trabectedin
31914069,Anticoagulants
31914069,Antifungal Agents
31914069,"Aspergillosis, Allergic Bronchopulmonary"
31914069,Humans
31914069,Male
31914069,Middle Aged
31914069,Pulmonary Embolism
31914070,Aged
31914070,Arteriovenous Fistula
31914070,"Embolization, Therapeutic"
31914070,Female
31914070,Humans
31914070,Intracranial Embolism
31914070,Pulmonary Artery
31914070,Pulmonary Veins
31914071,Adult
31914071,"Hepatitis, Alcoholic"
31914071,Humans
31914071,Male
31914071,Methylprednisolone
31914071,Opportunistic Infections
31914071,Pneumocystis carinii
31914071,"Pneumonia, Pneumocystis"
31914071,"Trimethoprim, Sulfamethoxazole Drug Combination"
31914072,"Carcinoma, Squamous Cell"
31914072,Humans
31914072,Lymphatic Metastasis
31914072,Male
31914072,Middle Aged
31914072,"Neoplasm Recurrence, Local"
31914072,Porokeratosis
31914072,Positron-Emission Tomography
31914072,"Tomography, X-Ray Computed"
31914073,Aged
31914073,"Aged, 80 and over"
31914073,Alendronate
31914073,Anticoagulants
31914073,Atrial Fibrillation
31914073,Bone Density Conservation Agents
31914073,Drug Synergism
31914073,Humans
31914073,International Normalized Ratio
31914073,Male
31914073,Osteoporosis
31914073,Warfarin
31914081,Adult
31914081,Aged
31914081,Cervical Vertebrae
31914081,Female
31914081,Health Behavior
31914081,"Hematoma, Epidural, Spinal"
31914081,Humans
31914081,Magnetic Resonance Imaging
31914081,Male
31914081,Middle Aged
31914081,Neurosurgical Procedures
31914081,Preoperative Care
31914081,Retrospective Studies
31914081,Risk Factors
31914081,Time Factors
31914098,Adult
31914098,Bone Neoplasms
31914098,"Carcinoma, Hepatocellular"
31914098,Humans
31914098,Liver Neoplasms
31914098,Liver Transplantation
31914098,Male
31914098,Spine
31914099,Adult
31914099,"Diagnosis, Differential"
31914099,Eye Neoplasms
31914099,"Histiocytosis, Sinus"
31914099,Humans
31914099,Male
31914099,"Tomography, X-Ray Computed"
31914100,Aged
31914100,Chest Pain
31914100,Esophageal Perforation
31914100,Hematemesis
31914100,Humans
31914100,Male
31914100,Mediastinal Diseases
31914726,Abetalipoproteinemia
31914726,Carrier Proteins
31914726,Female
31914726,Humans
31914726,Hypothyroidism
31914726,Infant
31914726,Mutation
31914726,Prognosis
31914931,Anti-Bacterial Agents
31914931,Conservative Treatment
31914931,"Diagnosis, Differential"
31914931,Digestive System Surgical Procedures
31914931,Diverticulum
31914931,Duodenal Diseases
31914931,Duodenum
31914931,Female
31914931,Humans
31914931,Intestinal Perforation
31914931,Middle Aged
31914931,Treatment Outcome
31914935,Aged
31914935,"Aneurysm, False"
31914935,"Angioplasty, Balloon, Coronary"
31914935,Cardiovascular Agents
31914935,Conservative Treatment
31914935,Disease Progression
31914935,Female
31914935,Heart Aneurysm
31914935,"Heart Rupture, Post-Infarction"
31914935,Humans
31914935,ST Elevation Myocardial Infarction
31914935,Stents
31914935,Thrombectomy
31914935,Time Factors
31914935,Treatment Outcome
31914955,Cerebral Veins
31914955,Cerebrovascular Disorders
31914955,"Constriction, Pathologic"
31914955,Cranial Sinuses
31914955,Female
31914955,Homeostasis
31914955,Humans
31914955,Middle Aged
31914955,Neurosurgical Procedures
31914955,Stents
31914955,Treatment Outcome
31914975,Ankle Joint
31914975,"Diagnosis, Differential"
31914975,Female
31914975,Fluorodeoxyglucose F18
31914975,Foot Joints
31914975,Humans
31914975,Intestinal Mucosa
31914975,Melanoma
31914975,Middle Aged
31914975,Positron Emission Tomography Computed Tomography
31914975,Predictive Value of Tests
31914975,Radiopharmaceuticals
31914975,Rectal Neoplasms
31914975,"Synovitis, Pigmented Villonodular"
31914975,Whole Body Imaging
31914981,Deglutition Disorders
31914981,Female
31914981,Humans
31914981,Laryngeal Nerve Injuries
31914981,Middle Aged
31914981,Myotomy
31914981,Neck Dissection
31914981,Pharyngeal Muscles
31914981,Postoperative Complications
31914981,Thyroidectomy
31914982,Anti-Bacterial Agents
31914982,Child
31914982,Coinfection
31914982,Drainage
31914982,Humans
31914982,Immunocompetence
31914982,Lung Abscess
31914982,Male
31914982,Mycobacterium tuberculosis
31914982,Pleural Effusion
31914982,"Radiography, Thoracic"
31914982,Streptococcal Infections
31914982,Streptococcus anginosus
31914982,Treatment Outcome
31914982,Tuberculosis
31914985,Buttocks
31914985,Fibroma
31914985,Humans
31914985,Male
31914985,Middle Aged
31914985,Scapula
31914985,Soft Tissue Neoplasms
31914985,Treatment Outcome
31914988,Adult
31914988,Angiography
31914988,"Embolization, Therapeutic"
31914988,Hemoptysis
31914988,Humans
31914988,Lung
31914988,Male
31914988,Marfan Syndrome
31914988,Thoracic Arteries
31914988,"Tomography, X-Ray Computed"
31914988,Treatment Outcome
31915021,Aged
31915021,"Biomarkers, Tumor"
31915021,China
31915021,"Diagnosis, Differential"
31915021,Female
31915021,Humans
31915021,Immunohistochemistry
31915021,"In Situ Hybridization, Fluorescence"
31915021,Myoepithelioma
31915021,SMARCB1 Protein
31915021,Vulvar Neoplasms
31915025,Aged
31915025,Angiography
31915025,Collateral Circulation
31915025,"Embolization, Therapeutic"
31915025,Hematoma
31915025,Humans
31915025,Male
31915025,Pneumothorax
31915025,Postoperative Complications
31915025,Subclavian Artery
31915025,Tissue Adhesions
31915034,Aged
31915034,Carcinoembryonic Antigen
31915034,"Diagnosis, Differential"
31915034,False Positive Reactions
31915034,Female
31915034,Fluorodeoxyglucose F18
31915034,Granuloma
31915034,Humans
31915034,Lung Neoplasms
31915034,Male
31915034,Middle Aged
31915034,"Neoplasm Recurrence, Local"
31915034,Pneumonectomy
31915034,Polyglycolic Acid
31915034,Positron Emission Tomography Computed Tomography
31915034,Radiopharmaceuticals
31915034,Sutures
31915041,Aged
31915041,Aortic Aneurysm
31915041,Aortic Valve
31915041,Aortic Valve Insufficiency
31915041,Cardiac Valve Annuloplasty
31915041,Echocardiography
31915041,Humans
31915041,Male
31915041,Organ Sparing Treatments
31915041,Sinus of Valsalva
31915049,"Carcinoma, Renal Cell"
31915049,Humans
31915049,Kidney Neoplasms
31915049,Liposarcoma
31915049,Male
31915049,Middle Aged
31915049,Neoplasm Metastasis
31915049,"Neoplasms, Multiple Primary"
31915049,Positron Emission Tomography Computed Tomography
31915049,Soft Tissue Neoplasms
31915049,Thigh
31915061,"Aphasia, Primary Progressive"
31915061,Cerebral Cortex
31915061,Female
31915061,Frontotemporal Dementia
31915061,Humans
31915061,Japan
31915061,Middle Aged
31915061,Neuropsychological Tests
31915061,Time Factors
31915183,Adult
31915183,"Diagnosis, Differential"
31915183,Extracorporeal Membrane Oxygenation
31915183,Hemorrhage
31915183,Humans
31915183,Leptospirosis
31915183,Lung Diseases
31915183,Male
31915736,Adult
31915736,Female
31915736,Fluorescein Angiography
31915736,Fundus Oculi
31915736,Humans
31915736,Lasers
31915736,Radiation Injuries
31915736,Retina
31915736,Retinal Diseases
31915736,"Tomography, Optical Coherence"
31915736,Visual Acuity
31915738,Adolescent
31915738,Corneal Diseases
31915738,Corneal Injuries
31915738,Corneal Transplantation
31915738,Follow-Up Studies
31915738,Humans
31915738,"Keratoplasty, Penetrating"
31915738,Male
31915738,Sclera
31915738,Scleral Diseases
31915738,Scleroplasty
31915738,Time Factors
31915738,"Tomography, X-Ray Computed"
31915738,Visual Acuity
31915739,Adult
31915739,Cataract
31915739,Device Removal
31915739,Humans
31915739,"Lens Implantation, Intraocular"
31915739,"Lenses, Intraocular"
31915739,Male
31915739,Phacoemulsification
31915739,Postoperative Complications
31915739,Prosthesis Failure
31915739,Reoperation
31915739,Retinitis Pigmentosa
31915739,Sclera
31915739,Suture Techniques
31915739,Visual Acuity
31915739,Vitrectomy
31915742,Child
31915742,Fluorescein Angiography
31915742,Fundus Oculi
31915742,Humans
31915742,Male
31915742,Multimodal Imaging
31915742,Retinal Detachment
31915742,Sclera
31915742,Scleritis
31915742,"Tomography, Optical Coherence"
31915742,Ultrasonography
31915742,Visual Acuity
31915741,Coloring Agents
31915741,Female
31915741,Humans
31915741,Ink
31915741,Retina
31915741,Retinitis
31915741,Tattooing
31915741,"Tomography, Optical Coherence"
31915741,Young Adult
31915744,"Diagnosis, Differential"
31915744,"Eye Infections, Bacterial"
31915744,Female
31915744,Humans
31915744,Middle Aged
31915744,Neurosyphilis
31915744,Optic Disk
31915744,Papilledema
31915744,Slit Lamp Microscopy
31915744,"Uveitis, Anterior"
31915744,Visual Acuity
31915744,Visual Field Tests
31915744,Visual Fields
31918669,African Americans
31918669,"Amino Acid Metabolism, Inborn Errors"
31918669,Aromatic-L-Amino-Acid Decarboxylases
31918669,"Child, Preschool"
31918669,Female
31918669,Genetic Variation
31918669,Humans
31918669,Infant
31918669,"Infant, Newborn"
31918669,Siblings
31918670,"Aged, 80 and over"
31918670,Anti-Bacterial Agents
31918670,Anti-Inflammatory Agents
31918670,Gram-Positive Bacterial Infections
31918670,Humans
31918670,Hypertrophy
31918670,Male
31918670,Meningitis
31918670,Otitis Media
31918670,Propionibacterium acnes
31918670,Recurrence
31918687,Antifungal Agents
31918687,"Diagnosis, Differential"
31918687,Foot
31918687,Foot Diseases
31918687,Humans
31918687,Madurella
31918687,Magnetic Resonance Imaging
31918687,Male
31918687,Middle Aged
31918687,Morocco
31918687,Mycetoma
31918687,Neglected Diseases
31918687,Tropical Medicine
31918690,Aged
31918690,Antineoplastic Combined Chemotherapy Protocols
31918690,Bortezomib
31918690,Cyclophosphamide
31918690,Dexamethasone
31918690,Disease Progression
31918690,Humans
31918690,"Hypertension, Pulmonary"
31918690,Male
31918690,Multiple Myeloma
31918690,Scleromyxedema
31918696,"Axial Length, Eye"
31918696,Child
31918696,Eye Abnormalities
31918696,Female
31918696,Humans
31918696,Myopia
31918696,Optic Disk
31918696,"Tomography, Optical Coherence"
31918725,Adult
31918725,Aged
31918725,Female
31918725,Humans
31918725,Male
31918725,Middle Aged
31918725,Parotid Neoplasms
31918725,Postoperative Complications
31918725,Prognosis
31918725,Reconstructive Surgical Procedures
31918725,Retrospective Studies
31918725,Rhytidoplasty
31918725,Superficial Musculoaponeurotic System
31918725,Surgical Flaps
31918741,Adult
31918741,Drug Overdose
31918741,Female
31918741,Glucosides
31918741,Humans
31918741,Hypotension
31918741,Kidney
31918741,Sodium-Glucose Transporter 2 Inhibitors
31918741,Thiophenes
31919056,Aged
31919056,Deglutition Disorders
31919056,Device Removal
31919056,Esophageal Diseases
31919056,Humans
31919056,Laryngopharyngeal Reflux
31919056,Male
31919056,Prostheses and Implants
31919057,Adolescent
31919057,Angiography
31919057,Antihypertensive Agents
31919057,Cyclosporine
31919057,"Diagnosis, Differential"
31919057,Diltiazem
31919057,"Drug Therapy, Combination"
31919057,Electrocardiography
31919057,Female
31919057,Fever
31919057,Glucocorticoids
31919057,"Hospitals, Rural"
31919057,Humans
31919057,Immunosuppressive Agents
31919057,Indonesia
31919057,Methylprednisolone
31919057,Takayasu Arteritis
31919674,"Aged, 80 and over"
31919674,Autopsy
31919674,Humans
31919674,"Liver Failure, Acute"
31919674,"Lymphoma, Large B-Cell, Diffuse"
31919674,Male
31920009,Adult
31920009,Autoimmune Diseases of the Nervous System
31920009,Female
31920009,Humans
31920009,Magnetic Resonance Imaging
31920009,Nervous System Malformations
31920009,Phenotype
31920009,Recurrence
31920009,Ribonuclease H
31920009,Whole Exome Sequencing
31920009,Young Adult
31920293,Aged
31920293,Dura Mater
31920293,Humans
31920293,Intervertebral Disc Displacement
31920293,Low Back Pain
31920293,Lumbar Vertebrae
31920293,Magnetic Resonance Imaging
31920293,Male
31920293,Radiculopathy
31921117,Autoimmunity
31921117,Biomarkers
31921117,CD3 Complex
31921117,Combined Modality Therapy
31921117,Common Variable Immunodeficiency
31921117,Disease Susceptibility
31921117,Genotype
31921117,Humans
31921117,Immunologic Memory
31921117,Kaplan-Meier Estimate
31921117,Lymphocyte Activation
31921117,Male
31921117,Mutation
31921117,Pedigree
31921117,Phenotype
31921117,"T-Lymphocytes, Regulatory"
31921117,Treatment Outcome
31923352,Bundle-Branch Block
31923352,Cardiac Resynchronization Therapy
31923352,Echocardiography
31923352,Electrocardiography
31923352,Female
31923352,Follow-Up Studies
31923352,Heart Failure
31923352,Heart Rate
31923352,Humans
31923352,Middle Aged
31923352,Time Factors
31923352,"Ventricular Function, Left"
31924167,Antifungal Agents
31924167,Cryptococcosis
31924167,Humans
31924167,Magnetic Resonance Imaging
31924167,Male
31924167,Middle Aged
31924167,"Myelitis, Transverse"
31924167,"Tomography, X-Ray Computed"
31924181,Anterior Eye Segment
31924181,Device Removal
31924181,Female
31924181,Glaucoma
31924181,Gonioscopy
31924181,Humans
31924181,Hyphema
31924181,Intraocular Pressure
31924181,"Lens Implantation, Intraocular"
31924181,"Microscopy, Acoustic"
31924181,Middle Aged
31924181,"Myopia, Degenerative"
31924181,Phacoemulsification
31924181,Pseudophakia
31924181,Sclera
31924181,Syndrome
31924181,Uveitis
31924187,Adult
31924187,Esophageal Perforation
31924187,Female
31924187,Gastrectomy
31924187,Humans
31924187,Laparoscopy
31924187,Obesity
31924187,Postoperative Complications
31924187,Treatment Outcome
31924189,Adult
31924189,Cysts
31924189,Endoscopy
31924189,Humans
31924189,Male
31924189,Nose Diseases
31924245,Adult
31924245,Aged
31924245,Allografts
31924245,"Antibodies, Neutralizing"
31924245,BK Virus
31924245,"DNA, Viral"
31924245,Humans
31924245,Kidney
31924245,Kidney Diseases
31924245,Kidney Transplantation
31924245,Male
31924245,Middle Aged
31924245,Nephrosis
31924245,Polyomavirus Infections
31924245,Transplant Recipients
31924245,Viremia
31924259,Humans
31924259,Indazoles
31924259,Kidney Neoplasms
31924259,Lung Abscess
31924259,Lung Neoplasms
31924259,Male
31924259,Middle Aged
31924259,Pyrimidines
31924259,Sulfonamides
31924705,Adult
31924705,Dyspnea
31924705,"Genetic Diseases, Inborn"
31924705,Glucocorticoids
31924705,Humans
31924705,"Lung Diseases, Interstitial"
31924705,Male
31924705,Neurofibromatosis 1
31924705,Non-Smokers
31924705,Prednisone
31926551,Female
31926551,Heart Atria
31926551,Heart Neoplasms
31926551,Humans
31926551,Hysterectomy
31926551,Leiomyomatosis
31926551,Middle Aged
31926551,Neoplasm Metastasis
31926551,Uterine Neoplasms
31926551,Uterus
31926563,Aged
31926563,Atrial Fibrillation
31926563,Catheter Ablation
31926563,"Embolism, Air"
31926563,Esophageal Fistula
31926563,Heart Atria
31926563,Humans
31926563,Iatrogenic Disease
31926563,Intracranial Embolism
31926563,Male
31927711,Adult
31927711,Biopsy
31927711,Breast Neoplasms
31927711,Female
31927711,Humans
31927711,Leiomyosarcoma
31927711,Mastectomy
31927711,"Neoplasms, Radiation-Induced"
31927711,Radiotherapy Dosage
31927711,"Radiotherapy, Adjuvant"
31927711,Thoracic Wall
31927711,"Tomography, X-Ray Computed"
31927711,"Ultrasonography, Mammary"
31928344,Aged
31928344,Cohort Studies
31928344,Cross-Sectional Studies
31928344,Female
31928344,Genetic Predisposition to Disease
31928344,Humans
31928344,Male
31928344,Middle Aged
31928344,Trigeminal Neuralgia
31928344,Young Adult
31928535,Acute Kidney Injury
31928535,Adolescent
31928535,Adrenal Cortex Hormones
31928535,"Anemia, Hemolytic"
31928535,Atypical Hemolytic Uremic Syndrome
31928535,Female
31928535,Hemorrhage
31928535,Humans
31928535,Hypertension
31928535,Plasma Exchange
31928535,Renal Dialysis
31928535,"Respiration, Artificial"
31928535,Respiratory Insufficiency
31928535,Sepsis
31928535,Treatment Outcome
31929139,Amputation
31929139,Amputees
31929139,Biomechanical Phenomena
31929139,Exercise Therapy
31929139,Gait
31929139,Humans
31929139,Male
31929139,Middle Aged
31929139,Self-Help Devices
31929139,Walking
31929139,Walking Speed
31929254,Adult
31929254,Aortic Aneurysm
31929254,Aortic Rupture
31929254,"Echocardiography, Transesophageal"
31929254,Hemophilia A
31929254,Humans
31929254,Male
31929254,Septal Occluder Device
31929254,Sinus of Valsalva
31929255,Coronary Thrombosis
31929255,"Echocardiography, Transesophageal"
31929255,Heart Atria
31929255,Humans
31929255,Incidental Findings
31929255,Male
31929255,Middle Aged
31929255,Pulmonary Embolism
31929256,Adult
31929256,Echocardiography
31929256,Heart Atria
31929256,Heart Ventricles
31929256,Humans
31929256,Male
31929256,Vascular Fistula
31929257,Blalock-Taussig Procedure
31929257,Cerebrovascular Circulation
31929257,Humans
31929257,"Infant, Newborn"
31929257,Male
31929257,Oxygen
31929257,"Spectroscopy, Near-Infrared"
31929258,Adult
31929258,"Anesthesia, Epidural"
31929258,"Anesthesia, Obstetrical"
31929258,Cesarean Section
31929258,Dyspnea
31929258,Eisenmenger Complex
31929258,Female
31929258,Heart Murmurs
31929258,Humans
31929258,Pregnancy
31929258,"Pregnancy Complications, Cardiovascular"
31929259,Aorta
31929259,Aortico-Ventricular Tunnel
31929259,Child
31929259,"Echocardiography, Transesophageal"
31929259,Heart Ventricles
31929259,Humans
31929259,Magnetic Resonance Imaging
31929259,Male
31929260,Coronary Artery Bypass
31929260,Drainage
31929260,"Echocardiography, Transesophageal"
31929260,"Graft Occlusion, Vascular"
31929260,Humans
31929260,Intraoperative Complications
31929260,Male
31929260,Middle Aged
31929260,Myocardial Ischemia
31929260,Pericardium
31929261,Aortic Valve
31929261,Aortic Valve Insufficiency
31929261,Child
31929261,"Echocardiography, Transesophageal"
31929261,"Heart Septal Defects, Ventricular"
31929261,Humans
31929261,Iatrogenic Disease
31929261,Male
31929261,Postoperative Complications
31929261,Treatment Outcome
31929262,Hemodynamics
31929262,Humans
31929262,Intra-Aortic Balloon Pumping
31929262,Male
31929262,Middle Aged
31929262,"Ventricular Dysfunction, Right"
31929262,Ventricular Septal Rupture
31929311,Aged
31929311,"Aneurysm, Ruptured"
31929311,"Carotid Artery, Internal"
31929311,Computed Tomography Angiography
31929311,"Embolization, Therapeutic"
31929311,Epistaxis
31929311,Hematemesis
31929311,Humans
31929311,Intracranial Aneurysm
31929311,Treatment Outcome
31929312,Adolescent
31929312,Antifungal Agents
31929312,Colectomy
31929312,Enterobacter aerogenes
31929312,Gastrointestinal Hemorrhage
31929312,"Heart Defects, Congenital"
31929312,Humans
31929312,Ileum
31929312,Intestinal Perforation
31929312,Klebsiella pneumoniae
31929312,Male
31929312,Mucormycosis
31929312,Peritonitis
31929312,Postoperative Complications
31929313,Adult
31929313,Anesthesia
31929313,"Anesthetics, Intravenous"
31929313,"Anesthetics, Local"
31929313,Bupivacaine
31929313,Cesarean Section
31929313,Female
31929313,Fentanyl
31929313,Humans
31929313,Hypopituitarism
31929313,Pregnancy
31929313,Pregnancy Complications
31929313,Pregnancy Outcome
31929313,"Pregnancy, Twin"
31929313,"Surgical Procedures, Operative"
31929313,Treatment Outcome
31929981,Aged
31929981,"Antineoplastic Agents, Immunological"
31929981,Cell Cycle Checkpoints
31929981,Chemical and Drug Induced Liver Injury
31929981,Female
31929981,Humans
31929981,Immunologic Factors
31929981,Japan
31929981,Liver
31929981,Male
31929981,Middle Aged
31929981,Neoplasms
31931725,"Aged, 80 and over"
31931725,"Colon, Transverse"
31931725,Epstein-Barr Virus Infections
31931725,"Herpesvirus 4, Human"
31931725,Humans
31931725,Intestinal Mucosa
31931725,Intestinal Obstruction
31931725,Male
31931725,Ulcer
31931739,Child
31931739,Genetic Variation
31931739,Genotype
31931739,Humans
31931739,Male
31931739,Neurodegenerative Diseases
31931739,Phenotype
31931739,Pol1 Transcription Initiation Complex Proteins
31931740,Adult
31931740,Anti-Bacterial Agents
31931740,China
31931740,"Diagnosis, Differential"
31931740,"Fluorescent Antibody Technique, Direct"
31931740,Hantavirus
31931740,Hemorrhagic Fever with Renal Syndrome
31931740,Humans
31931740,Male
31931740,Peritonitis
31931740,Treatment Outcome
31931752,Adult
31931752,Female
31931752,Fluorescein Angiography
31931752,Humans
31931752,Laser Coagulation
31931752,Multimodal Imaging
31931752,"Myopia, Degenerative"
31931752,Retinal Neovascularization
31931752,Retinoschisis
31931752,"Tomography, Optical Coherence"
31931752,Vision Disorders
31931752,Visual Acuity
31931752,Vitreous Hemorrhage
31931754,Aneuploidy
31931754,Chromosome Aberrations
31931754,Female
31931754,Humans
31931754,"Infant, Newborn"
31931754,Karyotyping
31931754,Klinefelter Syndrome
31931754,Male
31931754,Pregnancy
31931754,Quality of Life
31931757,Adult
31931757,"Aneurysm, Dissecting"
31931757,Aortic Aneurysm
31931757,Blood Vessel Prosthesis
31931757,Blood Vessel Prosthesis Implantation
31931757,Conservative Treatment
31931757,Disease Progression
31931757,Early Diagnosis
31931757,Humans
31931757,Male
31931757,Stents
31931757,Time Factors
31931757,Treatment Outcome
31931763,Child
31931763,Humans
31931763,Incidence
31931763,Infant
31931763,"Lymphohistiocytosis, Hemophagocytic"
31931763,Male
31931763,Pneumococcal Infections
31931763,Pneumococcal Vaccines
31931763,Serogroup
31931763,Streptococcus pneumoniae
31931763,"Vaccines, Conjugate"
31931802,"Diagnosis, Differential"
31931802,Female
31931802,Humans
31931802,"Hyperparathyroidism, Primary"
31931802,Mandibular Neoplasms
31931802,Middle Aged
31931802,Osteitis Fibrosa Cystica
31931802,Parathyroidectomy
31931802,Prognosis
31931814,Adult
31931814,Biomarkers
31931814,Diffusion Tensor Imaging
31931814,Female
31931814,Humans
31931814,Magnetic Resonance Imaging
31931814,Male
31931814,Temporomandibular Joint
31931814,"Translational Research, Biomedical"
31931827,Antineoplastic Agents
31931827,Bone Neoplasms
31931827,Castration
31931827,Fanconi Anemia Complementation Group A Protein
31931827,High-Throughput Nucleotide Sequencing
31931827,Humans
31931827,Male
31931827,Middle Aged
31931827,Neoplasm Metastasis
31931827,Prostate
31931827,Prostate-Specific Antigen
31931827,Prostatic Neoplasms
31931827,Recombinational DNA Repair
31931827,"Sequence Analysis, DNA"
31931838,Coronary Aneurysm
31931838,Coronary Artery Disease
31931838,"Diagnosis, Differential"
31931838,Female
31931838,Heart Neoplasms
31931838,Humans
31931838,Middle Aged
31931842,Adult
31931842,Anomalous Left Coronary Artery
31931842,Bland White Garland Syndrome
31931842,Cardiac Surgical Procedures
31931842,Coronary Vessel Anomalies
31931842,Humans
31931842,Male
31931842,Middle Aged
31931842,Pulmonary Artery
31931854,Adult
31931854,Extracorporeal Membrane Oxygenation
31931854,Female
31931854,Humans
31931854,Lung Transplantation
31931854,Male
31931854,Middle Aged
31931854,Retrospective Studies
31931854,Time Factors
31931854,Treatment Outcome
31931877,Female
31931877,Femoral Neck Fractures
31931877,Hemiarthroplasty
31931877,Humans
31931877,Middle Aged
31931877,Perioperative Care
31931877,Pyoderma Gangrenosum
31931877,Wound Healing
31932162,Acanthoma
31932162,"Aged, 80 and over"
31932162,Biopsy
31932162,Dermoscopy
31932162,Epidermis
31932162,Female
31932162,Humans
31932162,Skin Neoplasms
31932163,Aged
31932163,Biopsy
31932163,Dermis
31932163,Elastic Tissue
31932163,Female
31932163,Fibrosis
